"SERIALNO","RT","DIVISION","PUMA","REGION","ST","ADJHSG","ADJINC","WGTP","NP","TYPE","ACCESS","ACR","AGS","BATH","BDSP","BLD","BROADBND","BUS","COMPOTHX","CONP","DIALUP","DSL","ELEP","FIBEROP","FS","FULP","GASP","HANDHELD","HFL","INSP","LAPTOP","MHP","MODEM","MRGI","MRGP","MRGT","MRGX","OTHSVCEX","REFR","RMSP","RNTM","RNTP","RWAT","RWATPR","SATELLITE","SINK","SMP","STOV","TEL","TEN","TOIL","VACS","VALP","VEH","WATP","YBL","FES","FFINCP","FGRNTP","FHINCP","FINCP","FPARC","FPLMPRP","FSMOCP","GRNTP","GRPIP","HHL","HHT","HINCP","HOTWAT","HUGCL","HUPAC","HUPAOC","HUPARC","KIT","LNGI","MULTG","MV","NOC","NPF","NPP","BTUEL"
8620,"H",7,2504,3,48,1000000,1001264,84,3,1,1,1,0,1,2,3,1,2,2,0,2,1,60,2,1,2,3,1,3,0,1,0,2,0,0,0,0,2,1,4,2,830,1,9,2,1,0,1,1,3,1,0,0,2,670,6,1,0,0,0,39200,1,0,0,946,29,1,1,39200,9,0,1,1,1,1,1,1,2,1,3,0,37585.945
8752,"H",7,4613,3,48,1000000,1001264,136,3,1,1,0,0,1,2,9,2,0,2,0,2,2,130,1,2,2,3,1,3,0,1,0,2,0,0,0,0,2,1,4,2,1200,1,9,2,1,0,1,1,3,1,0,0,1,350,5,2,0,1,0,80000,1,0,0,1359,20,4,1,80000,9,0,1,1,1,1,2,1,1,1,3,0,52280.597
8926,"H",7,4802,3,48,1000000,1001264,49,3,1,1,1,0,1,3,2,2,2,2,0,2,2,190,2,2,2,3,2,3,720,1,0,1,2,670,2,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,60000,3,1200,5,1,1,0,1,130000,4,0,1,0,0,1,1,130000,9,0,4,4,4,1,1,1,6,0,3,0,43570.564
8929,"H",7,6801,3,48,1000000,1001264,96,2,1,1,1,0,1,2,2,1,2,2,0,2,2,180,2,2,2,3,1,3,0,2,0,2,0,0,0,0,2,1,3,2,350,1,9,2,1,0,1,1,3,1,0,0,1,300,7,1,0,0,0,55000,4,0,0,555,12,1,1,55000,9,0,4,4,4,1,1,1,2,0,2,0,24943.192
9017,"H",7,1000,3,48,1000000,1001264,26,2,1,1,1,0,1,3,2,2,2,2,0,2,1,140,2,2,2,3,2,3,1000,1,0,1,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,150000,2,1500,4,4,0,0,0,42600,4,0,0,0,0,1,1,42600,9,0,4,4,4,1,1,1,6,0,2,0,20796.14
9117,"H",7,1300,3,48,1000000,1001264,55,3,1,1,1,0,1,4,2,2,2,2,0,2,1,200,2,2,2,3,1,3,2400,1,0,1,2,350,2,1,2,1,9,0,0,1,9,2,1,750,1,1,1,1,0,140000,3,100,6,1,0,0,0,135900,4,0,1,0,0,2,1,135900,9,0,4,4,4,1,1,1,6,0,3,0,27620.647
9180,"H",7,4502,3,48,1000000,1001264,45,1,1,1,1,0,1,4,2,2,2,2,0,2,2,120,2,2,2,10,1,1,2700,1,0,1,2,770,2,1,2,1,11,0,0,1,9,2,1,0,1,1,1,1,0,235000,2,1400,6,0,0,0,0,0,0,0,0,0,0,1,6,3400,9,0,4,4,4,1,1,1,5,0,0,0,55031
9182,"H",7,2312,3,48,1000000,1001264,35,1,1,1,0,0,1,2,5,1,0,2,350,2,2,120,2,2,2,2,1,1,500,1,0,1,0,0,0,3,2,1,5,0,0,1,9,2,1,0,1,2,2,1,0,185000,1,2,6,0,0,0,0,0,0,0,0,0,0,1,6,9000,9,0,4,4,4,1,1,1,2,0,0,0,40700.233
9187,"H",7,5400,3,48,1000000,1001264,154,2,1,1,0,0,1,2,4,2,0,2,0,2,1,180,2,2,2,3,2,3,0,1,0,2,0,0,0,0,2,1,5,2,700,1,9,2,1,0,1,1,3,1,0,0,1,1000,4,3,0,0,0,20400,4,0,0,963,57,1,1,20400,9,0,4,4,4,1,1,1,1,0,2,0,34416.578
9237,"H",7,2510,3,48,1000000,1001264,63,6,1,1,1,0,1,4,2,1,2,1,0,2,2,300,1,2,2,3,1,3,2000,1,0,2,2,1400,2,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,290000,2,2500,7,1,0,0,0,80300,2,0,0,0,0,1,1,80300,9,0,2,2,2,1,1,1,4,4,6,0,71826.222
9295,"H",7,2302,3,48,1000000,1001264,153,2,1,1,1,0,1,3,2,2,2,2,0,2,2,130,1,2,2,30,1,1,0,1,0,2,0,0,0,0,2,1,8,2,950,1,9,2,1,0,1,1,3,1,0,0,1,150,3,1,0,0,0,39300,4,0,0,1123,34,1,1,39300,9,0,4,4,4,1,1,1,3,0,2,0,56698.126
9318,"H",7,1907,3,48,1000000,1001264,101,4,1,1,1,0,1,3,2,2,2,1,0,2,2,170,1,2,2,50,1,1,800,1,0,1,1,1500,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,160000,2,900,7,1,1,0,1,72700,1,0,0,0,0,3,1,72700,9,0,1,1,1,1,1,1,4,2,4,0,39619.809
9364,"H",7,3501,3,48,1000000,1001264,119,1,1,1,1,0,1,0,2,1,2,2,0,2,2,2,2,2,2,3,1,3,0,1,0,1,1,1600,1,1,2,1,2,0,0,1,9,2,1,700,1,1,1,1,0,210000,1,150,7,0,0,0,1,0,0,0,1,0,0,1,4,130001,9,0,4,4,4,1,1,1,1,0,0,0,56751
9380,"H",7,4638,3,48,1000000,1001264,244,3,1,3,0,0,1,2,6,0,0,2,0,0,0,120,0,1,2,3,1,3,0,2,0,0,0,0,0,0,0,1,3,2,700,1,9,0,1,0,1,1,3,1,0,0,1,300,5,2,1,0,1,34000,4,0,0,845,30,5,1,34000,9,0,4,4,4,1,1,1,3,0,3,0,94745.692
9420,"H",7,6601,3,48,1000000,1001264,37,2,1,1,1,0,1,3,2,2,2,2,0,2,1,80,2,2,2,3,1,3,1600,1,0,2,1,1100,1,1,2,1,9,0,0,1,9,2,1,160,1,1,1,1,0,175000,3,900,8,2,0,0,0,111200,4,0,0,0,0,1,1,111200,9,0,4,4,4,1,1,1,4,0,2,0,79391
9444,"H",7,5202,3,48,1000000,1001264,28,3,1,1,0,0,1,2,4,2,0,2,0,2,2,120,2,1,2,3,1,3,0,2,0,1,0,0,0,0,2,1,4,2,850,1,9,2,1,0,1,1,3,1,0,0,1,1,6,1,1,0,1,59700,1,0,0,970,19,2,1,59700,9,0,1,1,1,1,1,1,1,1,3,0,66667.77
9553,"H",7,6601,3,48,1000000,1001264,102,1,1,3,1,0,1,1,2,0,2,2,0,0,0,120,0,2,2,3,2,3,0,1,0,0,0,0,0,0,0,1,3,2,500,1,9,0,1,0,1,1,3,1,0,0,2,480,5,0,0,0,0,0,0,0,0,660,32,2,6,25000,9,0,4,4,4,1,2,1,4,0,0,0,14361.467
9578,"H",7,1600,3,48,1000000,1001264,85,5,1,1,1,0,1,3,2,2,2,2,0,2,2,190,2,2,2,20,1,1,1600,1,0,1,2,590,2,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,140000,3,1000,5,2,0,0,0,73700,2,0,0,0,0,2,1,73700,9,0,3,3,3,1,1,1,5,2,5,0,73025.052
9631,"H",7,1600,3,48,1000000,1001264,13,3,1,3,2,1,1,2,2,0,2,2,0,0,0,60,0,2,400,90,2,1,0,2,0,0,0,0,0,0,0,1,6,0,0,1,9,0,1,0,1,1,4,1,0,0,1,840,4,5,1,0,1,16100,2,0,0,0,0,1,2,16100,9,1,2,4,2,1,1,1,5,0,3,0,24100
9867,"H",7,3400,3,48,1000000,1001264,292,1,1,1,0,0,1,2,8,1,0,2,0,2,1,100,2,2,2,3,1,3,0,1,0,2,0,0,0,0,2,1,5,2,590,1,9,2,1,0,1,1,3,1,0,0,1,2,6,0,0,0,0,0,0,0,0,690,42,1,6,19700,9,0,4,4,4,1,1,1,5,0,0,0,39716.638
9921,"H",7,4604,3,48,1000000,1001264,62,2,1,1,1,0,1,2,2,2,2,2,0,2,2,60,2,2,2,100,1,1,2500,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,4e+05,2,750,1,1,0,0,0,239100,4,0,0,0,0,3,1,239100,9,0,4,4,4,1,1,1,7,0,2,0,40076
9935,"H",7,4200,3,48,1000000,1001264,63,2,1,1,2,1,1,3,2,2,2,2,0,1,2,160,2,2,2,3,2,3,0,1,0,2,0,0,0,3,2,1,10,0,0,1,9,2,1,0,1,1,2,1,0,170000,2,950,6,6,1,0,1,39300,2,0,0,0,0,1,2,39300,9,1,2,4,2,1,1,1,2,0,2,0,20509
9993,"H",7,2508,3,48,1000000,1001264,143,6,1,1,1,0,1,3,2,2,2,2,0,2,2,350,2,2,2,3,2,3,1000,1,0,1,2,500,2,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,80000,6,800,6,2,1,0,1,139000,3,0,0,0,0,2,1,139000,9,0,3,3,3,1,1,1,5,3,6,0,56180.57
10147,"H",7,3302,3,48,1000000,1001264,80,1,1,1,1,0,1,4,2,2,2,2,0,2,2,70,2,2,2,70,1,1,1200,1,0,1,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,155000,2,660,5,0,0,0,0,0,0,0,0,0,0,1,4,72300,9,0,4,4,4,1,1,1,7,0,0,0,61133.483
10203,"H",7,6803,3,48,1000000,1001264,56,2,1,1,2,1,1,4,2,1,2,2,0,2,2,380,2,2,2,3,1,3,1900,1,0,1,1,1000,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,4e+05,4,50,5,3,1,0,1,145000,4,0,1,0,0,2,1,145000,9,0,4,4,4,1,2,1,6,0,2,0,19752.513
10296,"H",7,2004,3,48,1000000,1001264,35,4,1,1,1,0,1,4,2,1,2,2,0,2,2,300,2,2,2,150,1,1,1800,1,0,1,1,2400,1,1,2,1,10,0,0,1,9,2,1,0,1,1,1,1,0,360000,2,90,8,1,1,0,1,125000,1,0,0,0,0,1,1,125000,9,0,1,1,1,1,1,1,2,2,4,0,31750
10455,"H",7,3601,3,48,1000000,1001264,29,2,1,1,2,5,1,3,2,1,2,2,0,2,2,350,2,2,2,3,1,3,2000,1,0,2,2,650,2,1,2,1,7,0,0,1,9,1,1,0,1,1,1,1,0,1e+06,2,2,7,2,1,0,1,30000,4,0,0,0,0,1,1,30000,9,0,4,4,4,1,1,1,5,0,2,0,42483.536
10522,"H",7,2304,3,48,1000000,1001264,79,1,1,1,1,0,1,3,2,2,2,2,0,2,2,60,1,2,2,3,1,3,0,1,0,2,1,670,1,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,80000,1,40,6,0,0,0,0,0,0,0,0,0,0,1,6,38000,9,0,4,4,4,1,1,1,5,0,0,0,26301.473
10527,"H",7,3601,3,48,1000000,1001264,129,2,1,1,3,1,1,4,2,1,2,2,0,2,1,270,2,2,2,3,1,3,2400,1,0,2,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,4e+05,2,2,8,4,0,0,0,142000,4,0,0,0,0,1,1,142000,9,0,4,4,4,1,1,1,5,0,2,0,70403.007
10574,"H",7,6807,3,48,1000000,1001264,211,5,1,1,1,0,1,3,2,2,2,2,0,2,2,100,2,2,2,3,1,3,650,1,0,1,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,1e+05,2,960,7,1,0,0,0,47700,2,0,1,0,0,2,1,47700,9,0,2,2,2,1,1,1,6,3,5,0,70443.177
10579,"H",7,4614,3,48,1000000,1001264,135,1,1,1,0,0,1,1,8,1,0,2,0,2,1,110,1,2,2,3,1,3,0,1,0,1,0,0,0,0,2,1,3,2,1000,1,9,2,1,0,1,1,3,1,0,0,1,1,8,0,0,0,1,0,0,0,0,1110,19,1,6,70000,9,0,4,4,4,1,1,1,1,0,0,0,43492.475
10596,"H",7,2900,3,48,1000000,1001264,123,4,1,1,1,0,1,4,2,2,2,2,0,2,2,170,2,2,2,30,1,1,3000,1,0,1,0,0,0,3,2,1,9,0,0,1,9,2,1,0,1,1,2,1,0,2e+05,4,750,7,2,0,0,0,169600,4,0,0,0,0,2,1,169600,9,0,4,4,4,1,1,1,5,0,4,0,29100.625
10636,"H",7,5910,3,48,1000000,1001264,298,2,1,1,0,0,1,1,8,2,0,2,0,2,1,80,2,2,2,2,2,1,0,1,0,1,0,0,0,0,2,1,3,2,890,1,9,2,1,0,1,1,3,1,0,0,2,1,7,0,0,1,1,0,0,0,0,970,20,1,7,59200,9,0,4,4,4,1,1,1,2,0,0,0,17474.401
10680,"H",7,3502,3,48,1000000,1001264,87,2,1,1,2,1,1,3,2,1,2,2,0,2,1,290,2,2,2,3,1,3,1200,1,0,2,1,500,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,70000,2,900,6,2,0,0,0,60000,4,0,0,0,0,1,1,60000,9,0,4,4,4,1,1,1,6,0,2,0,95983.882
10772,"H",7,2600,3,48,1000000,1001264,37,2,1,3,1,0,1,3,2,0,2,2,0,0,0,60,0,2,2,60,2,1,400,2,0,0,0,0,0,3,0,1,8,0,0,1,9,0,1,0,1,1,2,1,0,50000,2,800,3,4,0,0,0,65800,4,0,0,0,0,1,1,65800,9,0,4,4,4,1,1,1,4,0,2,0,42147.357
10824,"H",7,5400,3,48,1000000,1001264,132,1,1,3,1,0,1,3,2,0,2,2,0,0,0,300,0,2,2,3,2,3,1000,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,180000,0,890,1,0,0,0,1,0,0,0,1,0,0,1,4,122300,9,0,4,4,4,1,1,1,7,0,0,0,56519.924
10873,"H",7,4618,3,48,1000000,1001264,131,3,1,3,1,0,1,3,2,0,2,2,0,0,0,250,0,1,2,80,1,3,260,1,0,0,1,810,1,1,0,1,7,0,0,1,9,0,1,0,1,1,1,1,0,35000,4,600,2,3,0,0,0,65000,4,0,0,0,0,1,1,65000,9,0,4,4,4,1,1,1,3,0,3,0,30032.38
10926,"H",7,2501,3,48,1000000,1001264,109,3,1,1,1,0,1,4,2,1,2,2,0,2,2,170,2,2,2,220,1,3,1500,1,0,1,2,1300,2,1,2,1,11,0,0,1,9,2,1,0,1,1,1,1,0,650000,3,2200,9,4,1,0,1,67200,4,0,0,0,0,1,1,67200,9,0,4,4,4,1,1,1,4,0,3,0,48119.862
10993,"H",7,5904,3,48,1000000,1001264,134,4,1,2,1,0,1,4,2,0,2,2,0,0,0,230,0,2,2,2,2,1,390,1,0,0,1,520,1,1,0,1,6,0,0,1,9,0,1,0,1,1,1,1,0,65000,3,820,2,8,1,0,1,35400,2,0,1,0,0,2,3,35400,9,1,2,4,2,1,1,2,5,0,4,0,107933.174
11014,"H",7,5914,3,48,1000000,1001264,47,6,1,1,1,0,1,5,2,1,2,2,0,2,2,220,2,2,2,3,1,3,900,1,0,1,1,1700,1,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,220000,4,600,11,2,0,0,0,88100,2,0,1,0,0,2,1,88100,9,1,3,4,3,1,1,2,4,0,6,0,80056.157
11051,"H",7,4614,3,48,1000000,1001264,170,2,1,1,0,0,1,1,7,1,0,2,0,2,1,100,1,2,2,50,1,1,0,1,0,1,0,0,0,0,2,1,3,2,700,1,9,2,1,0,1,1,3,1,0,0,2,600,5,1,0,0,0,26000,4,0,0,900,42,2,1,26000,9,0,4,4,4,1,1,1,3,0,2,0,44966.623
11262,"H",7,100,3,48,1000000,1001264,14,2,1,1,1,0,1,2,2,1,2,2,0,2,1,80,1,2,2,50,2,1,900,1,0,1,1,710,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,150000,3,1500,5,1,0,0,0,98000,4,0,0,0,0,1,1,98000,9,0,4,4,4,1,1,1,4,0,2,0,61101.156
11286,"H",7,3501,3,48,1000000,1001264,61,2,1,3,2,1,1,2,2,0,2,2,0,0,0,500,0,2,2,3,1,3,0,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,65000,1,650,4,2,1,0,1,50000,4,0,1,0,0,3,1,50000,9,0,4,4,4,1,1,1,6,0,2,0,44225
11417,"H",7,3802,3,48,1000000,1001264,347,2,1,1,0,0,1,3,6,2,0,2,0,2,2,100,2,2,2,3,1,3,0,1,0,1,0,0,0,0,2,1,5,2,1100,1,9,2,1,0,1,1,3,1,0,0,1,1,6,4,0,0,0,36000,4,0,0,1200,40,1,1,36000,9,0,4,4,4,1,1,1,1,0,2,0,27327
11472,"H",7,6701,3,48,1000000,1001264,64,4,1,1,1,0,1,3,2,1,2,2,0,2,1,260,2,2,2,3,1,3,1500,1,0,2,1,1300,1,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,150000,1,800,8,7,0,0,0,136900,2,0,0,0,0,1,3,136900,9,1,2,4,2,1,1,2,5,0,4,0,35009.06
11514,"H",7,4613,3,48,1000000,1001264,156,5,1,1,1,0,1,4,2,2,2,2,0,2,2,200,2,2,2,50,1,1,1800,1,0,1,2,1800,2,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,4e+05,2,840,8,8,0,0,0,41000,2,0,0,0,0,3,3,41000,9,1,2,4,2,1,1,2,5,0,5,0,17957.453
11573,"H",7,2515,3,48,1000000,1001264,24,1,1,1,1,0,1,2,2,2,2,2,0,2,2,150,2,2,2,20,2,3,0,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,1e+05,1,70,3,0,0,0,1,0,0,0,1,0,0,1,6,12000,9,0,4,4,4,1,1,1,5,0,0,0,35574.98
11642,"H",7,2322,3,48,1000000,1001264,113,1,1,1,1,0,1,2,3,2,2,2,390,2,1,150,2,2,2,3,1,3,2400,1,0,1,1,1000,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,150000,1,1,6,0,0,0,0,0,0,0,0,0,0,1,6,100000,9,0,4,4,4,1,1,1,2,0,0,0,44318.966
11682,"H",7,6302,3,48,1000000,1001264,62,2,1,1,1,0,1,3,2,2,2,2,0,2,2,160,2,2,2,40,2,1,200,1,0,2,1,580,1,1,2,1,5,0,0,1,9,1,1,0,1,1,1,1,0,75000,2,70,8,1,1,0,1,47130,4,0,0,0,0,2,1,47130,9,0,4,4,4,1,2,1,5,0,2,0,35835.733
11806,"H",7,1700,3,48,1000000,1001264,22,1,1,1,1,0,1,2,2,2,2,2,0,2,2,70,2,2,2,3,2,3,0,1,0,2,0,0,0,0,2,1,5,2,600,1,9,1,1,0,1,1,3,1,0,0,0,220,8,0,0,0,0,0,0,0,0,688,41,1,4,19900,9,0,4,4,4,1,1,1,4,0,0,0,53553.278
11868,"H",7,4803,3,48,1000000,1001264,437,1,1,1,0,0,1,1,7,1,0,2,0,2,1,70,2,2,2,3,1,3,0,1,0,1,0,0,0,0,2,1,4,2,670,1,9,2,1,0,1,1,3,1,0,0,1,420,7,0,0,0,0,0,0,0,0,775,62,1,6,15000,9,0,4,4,4,1,1,1,1,0,0,0,50469
11888,"H",7,3802,3,48,1000000,1001264,18,2,1,1,2,1,1,3,2,2,2,2,0,2,2,70,2,2,2,3,1,3,1500,1,0,1,1,1100,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,150000,3,1200,9,1,0,0,0,99500,4,0,0,0,0,1,1,99500,9,0,4,4,4,1,1,1,1,0,2,0,29394.368
11994,"H",7,4605,3,48,1000000,1001264,41,1,1,3,0,0,1,2,5,0,0,2,0,0,0,90,0,2,2,3,1,3,0,2,0,0,0,0,0,0,0,1,8,2,650,1,9,0,1,0,1,1,3,1,0,0,0,1,4,0,0,0,0,0,0,0,0,740,101,1,4,4900,9,0,4,4,4,1,1,1,1,0,0,0,72371
12049,"H",7,4302,3,48,1000000,1001264,47,2,1,1,1,0,1,2,2,2,2,2,0,2,2,170,2,2,2,3,1,3,1000,1,0,1,0,0,0,3,2,1,5,0,0,1,9,2,1,0,1,1,2,1,0,88000,2,80,4,1,0,0,0,24000,4,0,0,0,0,1,1,24000,9,0,4,4,4,1,1,1,5,0,2,0,41593.888
12288,"H",7,6801,3,48,1000000,1001264,64,4,1,3,1,0,2,4,2,0,2,2,0,0,0,290,0,2,2,3,2,3,0,2,0,0,0,0,0,3,0,2,10,0,0,2,9,0,2,0,2,2,2,2,0,34000,0,1200,7,1,1,0,1,40600,2,0,1,0,0,2,1,40600,9,0,2,2,2,2,1,1,6,1,4,0,22832.444
12491,"H",7,6100,3,48,1000000,1001264,137,5,1,1,1,0,1,3,2,1,2,2,0,2,2,150,2,2,2,3,1,3,0,2,0,2,0,0,0,0,2,1,5,2,650,1,9,2,1,0,1,1,3,1,0,0,2,520,6,2,0,1,0,41700,2,0,0,843,24,2,1,41700,9,0,2,2,2,1,1,1,1,3,5,0,46586
12623,"H",7,2005,3,48,1000000,1001264,90,2,1,1,0,0,1,2,9,1,0,2,0,2,2,130,2,2,2,3,1,3,0,1,0,1,0,0,0,0,2,1,4,2,950,1,9,2,1,0,1,1,3,1,0,0,1,420,8,4,1,0,1,83000,4,0,0,1115,16,1,1,83000,9,0,4,4,4,1,1,1,1,0,2,0,81817
12655,"H",7,2003,3,48,1000000,1001264,32,2,1,1,1,0,1,4,2,2,2,2,0,2,2,440,2,2,2,30,1,1,1400,1,0,1,2,320,2,1,2,1,10,0,0,1,9,2,1,0,1,1,1,1,0,5e+05,2,1200,4,0,0,0,0,224000,4,0,0,0,0,1,1,224000,9,0,4,4,4,1,1,1,5,0,2,0,7920
12700,"H",7,1501,3,48,1000000,1001264,94,2,1,3,1,0,1,4,2,0,2,2,0,0,0,200,0,2,2,50,2,3,1500,2,0,0,1,1300,1,1,0,1,5,0,0,1,9,0,1,0,1,1,1,1,0,140000,2,1300,11,1,1,0,1,73000,4,0,1,0,0,1,1,73000,9,0,4,4,4,1,1,1,4,0,2,0,52889.813
12738,"H",7,4702,3,48,1000000,1001264,83,1,1,1,0,0,1,2,9,2,0,2,0,2,1,60,2,2,2,3,1,3,0,1,0,2,0,0,0,0,2,1,4,2,740,1,9,2,1,0,1,1,3,1,0,0,1,10,5,0,0,0,0,0,0,0,0,801,32,1,6,30000,9,0,4,4,4,1,1,1,3,0,0,0,53054.075
12853,"H",7,3502,3,48,1000000,1001264,29,3,1,1,1,0,1,3,1,2,2,2,0,2,2,130,1,2,2,3,1,3,0,1,0,2,0,0,0,0,2,1,8,2,740,1,9,2,1,0,1,1,3,1,0,0,1,720,10,5,1,0,1,38200,4,0,0,930,22,1,2,50200,9,0,4,4,4,1,1,1,2,0,2,0,17770.867
12897,"H",7,2101,3,48,1000000,1001264,101,2,1,1,2,1,1,3,2,2,2,2,0,2,1,370,2,2,2,50,1,1,2000,1,0,2,2,1200,2,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,385000,1,1200,9,0,0,0,1,0,0,0,1,0,0,1,7,135800,9,0,4,4,4,1,1,1,4,0,0,0,77127.757
12944,"H",7,5500,3,48,1000000,1001264,27,2,1,3,2,1,1,2,2,0,2,2,0,0,0,140,0,2,2,3,2,3,500,1,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,225000,2,2,4,4,1,0,1,38600,4,0,0,0,0,3,1,38600,9,0,4,4,4,1,1,1,7,0,2,0,33583
13059,"H",7,4301,3,48,1000000,1001264,78,5,1,1,1,0,1,3,2,2,2,2,0,2,2,330,2,1,2,3,1,3,1300,1,0,1,1,900,1,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,115000,2,960,5,4,0,0,0,32400,2,0,0,0,0,1,1,32400,9,0,2,2,2,1,1,1,5,3,5,0,46917
13063,"H",7,4616,3,48,1000000,1001264,68,5,1,1,1,0,1,3,2,1,2,2,0,2,1,400,2,2,2,20,1,3,3500,1,0,2,1,1700,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,325000,3,1000,4,1,0,0,0,252600,2,0,0,0,0,4,1,252600,9,0,2,2,2,1,1,1,5,1,5,0,142454.781
13154,"H",7,5906,3,48,1000000,1001264,56,5,1,1,1,0,1,3,2,1,2,2,0,2,2,180,2,1,2,2,1,3,800,1,0,2,2,560,2,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,75000,3,160,3,1,0,0,0,42300,2,0,1,0,0,2,1,42300,9,0,2,2,2,1,1,1,5,2,5,0,62738.762
13379,"H",7,1501,3,48,1000000,1001264,84,3,1,1,1,0,1,4,2,2,2,2,0,2,2,200,2,2,2,3,2,3,1500,1,0,1,2,960,2,1,2,1,9,0,0,1,9,2,1,960,1,1,1,1,0,225000,3,600,7,1,0,0,0,118030,4,0,0,0,0,1,1,118030,9,0,4,4,4,1,1,1,6,0,3,0,71723.359
13404,"H",7,6302,3,48,1000000,1001264,38,1,1,1,1,0,1,4,2,1,2,2,0,2,1,400,2,2,2,20,1,3,2000,1,0,2,1,3200,1,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,6e+05,1,1200,9,0,0,0,0,0,0,0,1,0,0,2,6,93000,9,0,4,4,4,1,1,1,4,0,0,0,61556.203
13469,"H",7,2001,3,48,1000000,1001264,112,1,1,1,1,0,1,4,2,1,2,2,0,1,2,210,1,2,2,20,1,3,3000,1,0,1,2,1000,2,1,2,1,10,0,0,1,9,2,1,1000,1,1,1,1,0,484000,1,120,7,0,0,0,0,0,0,0,0,0,0,1,4,121500,9,0,4,4,4,1,1,1,5,0,0,0,79307.701
13483,"H",7,1000,3,48,1000000,1001264,30,1,1,1,1,0,1,5,2,1,2,2,0,2,2,290,2,2,2,3,1,3,1500,1,0,1,0,0,0,3,2,1,12,0,0,1,9,2,1,0,1,1,2,1,0,350000,1,780,3,0,0,0,0,0,0,0,1,0,0,1,4,100800,9,0,4,4,4,1,1,1,7,0,0,0,76092.049
13568,"H",7,6603,3,48,1000000,1001264,89,2,1,1,1,0,1,3,2,2,2,2,0,2,2,210,2,2,2,120,1,3,1300,1,0,1,1,960,1,1,2,1,4,0,0,1,9,2,1,0,1,1,1,1,0,114000,3,1500,4,1,0,0,0,28400,4,0,0,0,0,1,1,28400,9,0,4,4,4,1,1,1,5,0,2,0,90260.818
13661,"H",7,800,3,48,1000000,1001264,144,3,1,1,1,0,1,4,2,1,2,2,0,1,2,60,2,2,2,120,1,1,2500,1,0,1,0,0,0,3,2,1,12,0,0,1,9,2,1,0,1,1,2,1,0,350000,3,600,4,1,0,0,0,47100,2,0,0,0,0,4,1,47100,9,0,2,2,2,1,2,1,1,1,3,0,48925.154
13665,"H",7,3000,3,48,1000000,1001264,51,3,1,1,1,0,1,3,2,1,2,2,0,2,2,80,2,2,2,30,1,1,260,1,0,1,1,1300,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,2e+05,3,750,4,4,1,0,1,35100,4,0,1,0,0,1,1,35100,9,0,4,4,4,1,1,1,4,0,3,0,25859.046
13729,"H",7,5600,3,48,1000000,1001264,16,1,1,1,1,0,1,3,2,2,2,2,0,2,2,60,2,2,2,20,2,1,2600,1,0,2,0,0,0,3,1,1,5,0,0,1,9,2,1,0,1,1,2,1,0,250000,1,960,4,0,0,0,0,0,0,0,1,0,0,1,6,21700,9,0,4,4,4,1,1,1,6,0,0,0,32764.113
13906,"H",7,4618,3,48,1000000,1001264,59,2,1,1,1,0,1,3,2,1,2,2,0,2,2,210,2,1,2,190,1,1,0,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,40000,1,70,3,7,1,0,1,32500,4,0,0,0,0,1,3,32500,9,0,4,4,4,1,1,1,7,0,2,0,41185.014
